pais,emissor,denominacao,assunto,krause,ano,marca,graduacao,valor_brl,composicao,peso_metal_g,derretimento_brl,foto_anverso,foto_reverso,nota,serie
Brasil,Brasil,1 real,Aniversário de 25 anos do Plano Real,,2019,Sem marca da casa da moeda,AU,6.64,"Bimetálica: centro de Aço inoxidável, anel de Aço com revestimento de Bronze",,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783910445-0879369296163.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783910443-5508971398562.webp,,Minhas Moedas
Brasil,Brasil,1 real,"XV Jogos Paralímpicos de Verão, Rio de Janeiro 2016 - Natação paralímpica",KM# 725,2016,Sem marca da casa da moeda,XF,7.1,"Bimetálica: centro de Aço inoxidável, anel de Aço com revestimento de Bronze",,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783910418-583393746459.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783910415-46511683258.webp,,Minhas Moedas
França,França,10 cêntimos,Séries comuns,,1924,Cornucopia,AU,2.35,Cupro-Níquel,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783910376-0874228839055.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783910374-7148771708154.webp,,Minhas Moedas
Brasil,Brasil,1 cruzeiro,Sesquicentenário da Declaração de Independência,KM# 582,1972,Sem marca da casa da moeda,AU,10.58,Níquel,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783910336-612389977551.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783910335-28898262350.webp,,Minhas Moedas
Brasil,Brasil,200 reis,Séries comuns,KM# 493,1898,Sem marca da casa da moeda,VF,21.72,Cupro-Níquel,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783910243-799806483647.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783910242-309428549546.webp,,Minhas Moedas
Islândia,Islândia,10 coroas,Séries comuns,KM# 29.1a,2008,Sem marca da casa da moeda,XF,2.86,Aço com revestimento de Níquel,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783910221-5767632900843.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783910215-358675806242.webp,,Minhas Moedas
Estados Unidos da América,Estados Unidos da América,1 Tarifa,,,1995-2003,Cinco Pontas (Buraco Pentagonal),XF,11.5,Latão,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783910001-271799796435.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909999-743401740434.webp,,Minhas Moedas
Brasil,Brasil,5000 reis,Séries comuns,KM# 543,1936,Sem marca da casa da moeda,XF,67.21,Prata 0.600,6,57.35,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909966-092592836631.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909961-666061741430.webp,,Minhas Moedas
Alemanha,Alemanha - Terceiro Reich,2 reichsmark,Séries comuns,KM# 93,1937,A,VF,47.79,Prata 0.625,5,47.79,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909927-500341531527.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909925-726536422726.webp,,Minhas Moedas
Brasil,Brasil,500 reis,Séries comuns,KM# 464,1860,Sem marca da casa da moeda,XF,55.92,Prata 0.917,5.85,55.92,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909851-3250508563323.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909848-605973321522.webp,,Minhas Moedas
Canadá,Canadá,50 cêntimos,Séries comuns,KM# 494,2007,folha,AU,8.43,Aço com revestimento de Níquel,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909784-620679297419.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909781-745545799318.webp,,Minhas Moedas
Canadá,Canadá,2 dólares,Séries comuns,KM# 837,2007,folha,AU,10.73,"Bimetálica: centro de Alumínio-Bronze, anel de Níquel",,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909758-3209991476415.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909755-05774722214.webp,,Minhas Moedas
Canadá,Canadá,25 cêntimos,Oh! Canadá / folha de carvalho vermelha,KM# 640,2007,Sem marca da casa da moeda,MS,59.19,Aço com revestimento de Níquel,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909715-215054732411.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909710-773888954910.webp,,Minhas Moedas
Brasil,Brasil,1 cruzado novo,Centenário da República,KM# 615,1989,Sem marca da casa da moeda,AU,7.92,Aço inoxidável,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909623-71267879477.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909622-32809967036.webp,,Minhas Moedas
Brasil,Brasil,1 real,"Entrega da bandeira olímpica, Rio 2016",KM# 679,2012,Sem marca da casa da moeda,XF,124.67,"Bimetálica: centro de Aço inoxidável, anel de Aço com revestimento de Bronze",,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/514027894/1783909574-71266638443.webp,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/514027894/1783909572-91031421182.webp,,Minhas Moedas
