data,,AAXJ,ACWI,ARGT,ASML.AS,BTC-USD,CMIG4,DPM.TO,DXJ,GOOGL,HGCR11.SA,HGLG11.SA,IAU,IBKR,IBM,IEUR,ITUB4.SA,IVVB11.SA,KNCR11.SA,KO,META,MSFT,NVDA,QQQ,SHV,SIVR,SPY,TAEE11.SA,TSLA,TSM,TTWO,VALE3.SA,VOW3.DE,VRSN,VWRA.L,XPML11.SA,^BVSP,^GSPC,^NDX,^SP500TR,^XNDX,BRL=X,CADBRL=X,EURBRL=X,GBPBRL=X,GC=F
2021-06-27,,,,,,"34649,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,,"95,13",,"31,53","586,4","34434,34","7,4142","7,42","61,44","122,536","99,3402","162,5249","33,88","16,3425",,"57,7","26,8756","229,7","88,8","54,26","355,64","268,72","19,985","353,71","110,49","25,2","427,47","37,83","229,5733","119,61","178,09","110,6","213,4","228,69","112,36","100,6404",127429,"4290,61",,"8927,4",,"4,9248","3,9917","5,8722","6,8259",
2021-06-29,,"95,03",,"31,21","589,9","35867,78","7,2604","7,35","61,35","122,2725","103,0842","166,944","33,53","16,5525",,"57,77","26,6108","229,7","90,16","53,86","351,89","271,4","20,0268","354,99","110,49","24,88","427,7","37,33","226,92","120,23","178,1","112,51","216,15","229,78","112,62","100,5516",127327,"4291,8",,"8930,67",,"4,9551","3,9956","5,895","6,8587",
2021-06-30,,"94,5",,"30,99","579,4","35040,84","7,1775","7,51","61,02","122,0895","103,813","165,5692","33,71","16,4325",,"57,28","26,3019","232,5",90,"54,11","347,71","270,9","20,0025","354,43","110,49","25,19","428,06","36,9","226,5667","120,16","177,02","113,25","211,2","227,69","112,2","101,8244",126802,"4297,5",,"8942,78",,"4,9692","4,0077","5,889","6,8634",
2021-07-01,,"93,84",,"30,71","571,3","33572,12","7,0355",,"61,26","122,4445","102,4352","165,5888","33,81","16,545",,"57,59","26,2048","236,2","88,63","53,96","354,39","271,6","20,212","354,57","110,49","25,1","430,43","36,65","225,9733","118,42","178,97","111,28",211,"229,19","112,44","100,7391",125666,"4319,94",,"8990,08",,"5,0451","4,0555","5,9764","6,9456",
2021-07-02,,"93,61",,"30,82",579,"33897,05","7,1657","7,54","61,28","125,2575","101,0974","166,7378","34,04","16,3875",,"57,76","26,4872","238,1","87,75","54,18","354,7","277,65","20,487","358,64","110,49","25,54","433,72","37,41","226,3","118,91","177,3","113,58","211,35","231,33","112,82","101,6369",127622,"4352,34",,"9058,66",,,,,,
2021-07-03,,,,,,"34668,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-04,,,,,,"35287,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,,,,,"581,4",33746,"7,1538","7,5",,,"102,0658","166,7378",,,,,"26,1253","239,2","87,52",,,,,,,,,"37,62",,,,"113,17","211,2",,"113,17","101,7553",126920,,,,,"5,0885","4,123","6,0356","7,0423",
2021-07-06,,"92,26",,"30,58",580,"34235,2","7,0769","7,54","60,74","126,19","102,0658","166,7476","34,22","16,1275",,"57,41","26,0812","245,2","87,4","53,88","352,78","277,66","20,6985","360,19","110,48","25,23","432,93","37,35","219,86","120,05","174,07","113,77",203,"231,47","112,48","102,5447",125095,"4343,54",,"9040,76",,"5,1953","4,1691","6,1404","7,1714",
2021-07-07,,"92,13",,"30,6","583,7","33855,33","7,1479","7,53","60,61","126,474","102,4252","167,0226","34,34","16,0975",,"57,72","26,1959","248,95","87,31","54,32","350,49","279,93","20,3717","360,95","110,49","25,24","434,46","37,93","214,8833","118,25","173,69","114,1","206,25","232,83","112,81","102,1204",127019,"4358,13",,"9071,14",,"5,2312","4,19","6,1677","7,2188",
2021-07-08,,"90,09",,30,"567,3","32877,37","6,9408","7,42","59,01","125,044","102,8046","167,052","34,33","15,85",,57,"25,8517",247,"86,87","54,13","345,65","277,42","19,9028","358,77","110,49","25,01","430,92","37,38","217,6033","117,87","170,67","113,66","200,5","231,81","111,5","101,854",125428,"4320,82",,"8995,26",,"5,258","4,1958","6,2274","7,2464",
2021-07-09,,"91,65",,"30,7","583,1","33798,01",,"7,62","61,14","125,5185",,,"34,43","16,325",,"57,83",,,,"54,46","350,42","277,94","20,0502","361,01","110,49","25,18","435,52",,"218,9833","120,56","170,37",,"212,35","233,03","112,93",,,"4369,55",,"9096,84",,,,,,
2021-07-10,,,,,,"33520,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-11,,,,,,"34240,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-12,,"91,79",,"30,8","591,7","33155,85","7,1834","7,43","61,24","126,9755","104,1325","166,9342","34,4","16,2375",,"58,14","26,2048",247,"89,55","54,48","353,16","277,32","20,5125","362,42","110,48","25,28","437,08","37,39","228,5667","122,63","172,1","115,07","218,15","229,16","113,39","104,2812",127594,"4384,63",,"9128,22",,"5,1727","4,1521","6,1353","7,183",
2021-07-13,,"92,14",,"30,91","599,6","32702,03","7,0355","7,73","61,25","127,3415","104,8313","166,944","34,45","16,095",,"57,82","26,3636","246,5","90,18","55,02","352,09","280,98","20,25","362,42","110,49","25,08","435,59","37,74","222,8467","123,9","173,55","115,75","215,25","228,49","113,62","106,0671",128168,"4369,21",,"9096,15",,"5,1624","4,1219","6,0771","7,1267",
2021-07-14,,"92,25",,"30,52","609,1","32822,35","7,1834","7,69","61,1","128,237","105,8297","166,8655","34,8","15,955",,"57,86","26,3989","242,21","90,8","56,26","347,63","282,51","19,8415","363,07","110,49","25,31","436,24","38,06","217,7933","124,39","171,88","115,12","215,05","230,64","113,32","106,3137",128407,"4374,3",,"9107,85",,"5,0699","4,0488","5,9977","7,0243",
2021-07-15,,"92,44",,"30,43","599,5","31780,73","7,1124","7,73","60,56","127,005","104,8214","167,1404","34,81","15,9675",,"57,32","26,0812","242,3","90,35","56,44","344,46","281,03","18,9662","360,52","110,48","25,38","434,75","37,94","216,8667","117,53","168,24","115,48","210,35","229,21",113,"106,0671",127468,"4360,03",,"9078,33",,"5,11","4,055","6,0337","7,0667",
2021-07-16,,"91,81",,"30,21","589,3","31421,54","7,0592","7,49","59,99","126,97","105,8198","167,435","34,48","15,7425",,"56,92","25,6575","241,4","90,45","56,4","341,16","280,75","18,161","357,6","110,48","24,75","431,34","38,2","214,74","115,74","170,52","113,4","207,65","229,74","112,35","105,0804",125960,"4327,16",,"9009,89",,,,,,
2021-07-17,,,,,,"31533,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-18,,,,,,"31796,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,,"90,25",,"29,82","577,3","30817,83","7,0237","7,31","58,84","124,578","105,9296","169,3696","34,5","15,5075",,"55,75","25,5075","242,3","90,9","55,73","336,95","277,01","18,7798","354,67","110,48","24,26","424,97","38,12","215,4067","115,35","168,96","112,16","201,7","228,55","110,26","104,8535",124395,"4258,49",,"8867,07",,"5,2509","4,1182","6,1901","7,1777",
2021-07-20,,"90,64",,"30,54","580,9","29807,35","7,1834","7,24","59,87","126,2095","105,4803","172,8754","34,47","15,705",,"56,05","25,8429","246,39","91,18","55,83","341,66","279,32","18,612","358,79","110,49","24,07","431,06","38,6","220,1667","116,4","170,02","113,1","203,7","229,43","111,28","103,5511",125401,"4323,06",,"9001,77",,"5,2199","4,1165","6,1474","7,1168",
2021-07-21,,"91,11",,"30,95","599,1","32110,69","7,2012","7,44","60,46","127,549","105,2307","173,0326","34,34","15,785",,"57,15","25,9488","246,35","91,35","56,55","346,23","281,4","19,41","361,56","110,48","24,39","434,55","38,83","218,43","117,87","170,9","114,4","210,1","230,13","112,26","103,6004",125929,"4358,69",,"9075,97",,"5,1873","4,1258","6,1143","7,1073",
2021-07-22,,"91,32",,"31,07","620,8","32313,11","7,2663","7,27","60,27","128,4215","105,68","169,7919","34,41","15,32",,"57,2","25,684","248,87","91,95","56,47","351,19","286,14","19,594","363,95","110,48","24,53","435,46","38,71","216,42","116,56","171,28","114,7","208,8","233,53","112,61","102,6137",126147,"4367,48",,"9094,95",,"5,1996","4,1369","6,119","7,1613",
2021-07-23,,"89,93",,"31,1","638,8","33581,55","7,1953","7,19","60,79","133,015","105,2906","165,9718","34,29","15,2075",,"57,71","25,6134","249,65","92,35","57,01","369,79","289,67","19,558","368,2","110,49","24,29","439,94","38,24","214,46","116,79","173,29","114,12","208,6","222,54","113,41","100,6207",125053,"4411,79",,"9187,64",,,,,,
2021-07-24,,,,,,"34292,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,,,,,,"35350,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-26,,"87,7",,"31,12",638,"37337,54","7,1538","7,33","60,76","134,035","104,9412","167,0913","34,23","15,1625",,"57,98","26,0635","248,98","92,5","57,06","372,46","289,05","19,294","368,49","110,48","24,32","441,02","37,81","219,2067","115,65","172,9","116,6","206,9","222,96","113,38","100,6404",126004,"4422,3",,"9209,63",,"5,1754","4,1227","6,1074","7,148",
2021-07-27,,"85,53",,"30,99",623,"39406,94","7,1775","7,34","60,02","131,9","104,5218","165,8147","34,29","15,1125",,"57,79","26,3195","248,9","93,2","57,26","367,81","286,54","19,208","364,43","110,48","23,9","439,01","37,86","214,9267","113,54","167,5","114,18","202,5","219,17","112,2","100,6404",124612,"4401,46",,"9166,27",,"5,1691","4,103","6,1069","7,1755",
2021-07-28,,"87,94",,"31,79","642,5","39995,91","7,3195","7,41","60,46","136,094","105,2207","165,9816","34,44","15,4125",,"58,08","27,1756","244,67","92,8","56,74","373,28","286,22","19,503","365,83","110,49","24,09","438,83","38,32","215,66","115,07","171,28","117,3","203,85","216,24","113,12","101,6271",126286,"4400,64",,"9164,62",,"5,1148","4,0838","6,0566","7,1073",
2021-07-29,,"88,27",,"31,92","642,7","40008,42","7,1598","7,42","60,43","135,7775","105,5801","166,1682","34,83","15,5775",,"58,51","27,0344","244,5","92,57","57,05","358,32","286,5","19,662","366,48","110,49","24,67","440,65","38,1","225,7833","116,15","169,99","115,57","207,05","216,04","113,96","100,9857",125675,"4419,15",,"9204,25",,"5,0804","4,0794","6,0387","7,0954",
2021-07-30,,"87,8",,"31,32",639,"42235,55","7,0651","7,55","59,76","134,7265","106,3289","165,9325","34,56","15,465",,"58,27","26,7432","250,35","93,16","57,03","356,3","284,91","19,499","364,57","110,49","24,59","438,51","38,03","229,0667","116,64","173,42","108,76","205,5","216,37","113,06","101,1337",121801,"4395,26",,"9155,21",,,,,,
2021-07-31,,,,,,"41626,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,,,,,,"39974,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-02,,"88,25",,"31,2","652,7","39201,95","7,0237",,"60,35","134,8545","104,7315","164,0176","34,53","15,715",,"58,52","26,8932",249,"92,75","56,88","351,95","284,82","19,75","364,6","110,49","24,5","437,59","39,55","236,5567","116,86","173,21","108,93","205,75","216,44","113,78","100,6897",122516,"4387,16",,"9138,36",,"5,1746","4,1376","6,1418","7,1878",
2021-08-03,,"88,65",,"31,26",651,"38152,98","7,071","7,89","60,68","135,63","103,6333","164,0176","34,49","15,33",,"58,94","27,158","249,8","92,75","56,92","351,24","287,12","19,815","366,81","110,49","24,64","441,15","39,23","236,58","118,41","159,86","112,64","205,1","215,77","113,29","100,6404",123577,"4423,15",,"9213,35",,"5,1968","4,1443","6,166","7,2313",
2021-08-04,,"89,32",,"31,28","670,1","39747,5","6,9822","7,89","60,14","135,1255","103,4436","162,4464","34,51","15,49",,"58,89","26,3989","248,73","92,01","56,1","358,92","286,51","20,274","367,34","110,48","24,49","438,98","39,48","236,9733","118,74","158,75","112,52","204,2","213,88","113,74","100,8377",121801,"4402,66",,"9170,76",,"5,1682","4,1177","6,116","7,1779",
2021-08-05,,"88,97",,"32,77","672,6","40869,55","6,8698","7,72","60,47","136,2515","101,8062","162,4464","34,35","15,6125",,"59,18","26,4784","251,3","92,8","56,5","362,97","289,52","20,637","369,67","110,48","24,26","441,76","39,08","238,21","119,22","156,78","109,08","205,8","214,87","114,28","100,6305",121633,"4429,1",,"9226,49",,"5,2452","4,1952","6,2047","7,2939",
2021-08-06,,"88,17",,"32,82",666,"42816,5","6,9349","7,61","60,72","135,7385","102,9843","163,5069","33,52","15,8775",,"58,92","27,2198","253,5","92,43","56,64","363,51","289,46","20,366","368,05","110,49","23,45","442,49","39,4","233,0333","118,21","158,3","109,7","206,8","213,91",114,"101,6764",122810,"4436,52",,"9243,03",,,,,,
2021-08-07,,,,,,"44555,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-08,,,,,,"43798,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-09,,"88,56",,"32,44",671,"46365,4","6,9645","7,51","60,87","136,913","102,0458","162,083","32,91","15,955",,"58,86","27,5375","252,73","92,35","56,65","361,61","288,33","20,295","368,73","110,48","22,64","442,13","40,15","237,92","118,22","160,57","109,01","205,35","214,39","114,1","101,3311",123019,"4432,35",,"9235,05",,"5,2318","4,1587","6,1388","7,244",
2021-08-10,,"88,65",,"33,45","674,3","45585,03","6,8402","7,51","60,87","136,807","102,2655","161,9357","32,93","15,9475",,"58,93","27,0168","250,8","92,5","56,8","361,13","286,44","19,936","366,84","110,48","22,5","442,68","39,6","236,6633","116,36","159,68","110,06","205,4","211,96","114,17","101,5087",122202,"4436,75",,"9244,22",,"5,1883","4,1421","6,0785","7,1685",
2021-08-11,,"88,75",,"33,81","668,7","45593,64","6,8698","7,7","61,63","136,279","103,0742","162,9276","33,38","15,98",,"59,4","27,3169","253,1",93,"56,73","359,96","286,95","19,699","366,21","110,47","22,72","443,78","39,56","235,94","115,99","159,93","109,27","205,25","211,74","114,44","101,4396",122056,"4442,41",,"9267,4",,"5,2182","4,1711","6,1251","7,2254",
2021-08-12,,"87,93",,"33,84","669,3","44428,29","6,787","7,54","61,47","137,194","103,0143","162,8588","33,39","15,8675",,"59,41","26,8049","254,9","91,55","56,84","362,65","289,81","19,905","367,53","110,47","22,37","445,11","39,42","240,75","115,7","160,37","109,2","208,6","210,3","114,41","101,3508",120701,"4460,83",,"9297,2",,"5,2522","4,1932","6,1618","7,2538",
2021-08-13,,"87,56",,"33,92","665,6","47793,32","6,8462","7,7","61,14","137,7275","101,7463","163,2516","33,87","15,8025",,"59,8","27,1668","254,89","91,72","57,23","363,18","292,85","20,188","368,82","110,47","22,89","445,92","39,5","239,0567","115,5","160,35","108,3","207,8","209,44","114,88","101,2916",121194,4468,,"9312,51",,,,,,
2021-08-14,,,,,,"47096,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-15,,,,,,47047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,,"86,95",,"33,54","664,6","46004,48","6,7337","7,69","60,52","138,3095","101,2671","163,3105","34,03","15,635",,"59,55","26,7785",257,"91,5","57,48","366,56","294,6","19,95","368,98","110,47","23,02","446,97","39,65","228,7233","114,63","160,35","108,8",203,"210,6","114,24","100,4431",119180,"4479,71",,"9337,18",,"5,2597","4,1823","6,1928","7,2808",
2021-08-17,,"85,05",,"33,49","664,7","44695,36","6,9231","7,49","60,34","136,6615","100,9676","162,7901","33,98","15,4325",,"59,03","26,6814","254,55","91,56","57,28","358,45","293,08","19,458","365,73","110,48","22,81","444,04","39,92","221,9033","111,11","163,47",107,"200,3","211,55","113,8","99,1604",117904,"4448,08",,"9271,83",,"5,2943","4,1916","6,1969","7,2746",
2021-08-18,,"85,44",,"33,3","666,6","44801,19","7,0592","7,37","60,14","135,449","100,8378","160,5609","34,02","15,4",,"58,85","26,7343","256,5","91,53","56,5","355,45","290,73","19,04","362,21","110,47","22,65","439,18","39,52","229,6633","110,45","161,62","103,41","198,54","208,71","113,74","98,6769",116643,"4400,27",,"9173,93",,"5,3786","4,2462","6,2946","7,3942",
2021-08-19,,"84,05",,"32,98","664,4","46717,58","7,2071","7,33","59,38","135,68","99,9592","160,7867","33,91","15,2175",,"58,22","26,3901","260,39","91,12","56,86","355,12","296,77","19,798","363,96","110,47","22,41","439,86","39,95","224,49","110,52","162,27","97,51","194,84","211,84","112,21","98,7164",117165,"4405,8",,"9186,07",,"5,4141","4,2182","6,3191","7,3797",
2021-08-20,,"84,02",,"33,54","672,6","49339,18","7,3905","7,31","59,04","137,4295","100,1589","160,06","33,92","15,49",,"58,47","26,293","259,79","91,5","56,64","359,37","304,36","20,816","367,73","110,48","22,24","443,36","40,49","226,7533","108,12","160,96","97,55","192,86","213,04","112,73","98,9828",118053,"4441,67",,"9261,31",,,,,,
2021-08-21,,,,,,"48905,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-22,,,,,,"49321,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23,,"85,24",,"34,33","686,3","49546,15","7,3964","7,58","59,73","140,0415","100,4983","160,8555","34,33","15,5875",,"58,96","26,5755","263,09","92,99","56,44","363,35","304,65","21,958","373,23","110,47","22,78","447,26","39,71","235,4333","110,96","163,36","96,2","194,54","214,69","114,11","99,6537",117472,"4479,53",,"9341,09",,"5,3799","4,2508","6,3163","7,3839",
2021-08-24,,"87,15",,"35,33","683,4","47706,12","7,716","7,56","60,14","141,2615","100,3985","159,2842","34,32","15,7625",,"59,02","27,3169","257,65",93,"56,01","365,51","302,62","21,793","374,37","110,47","23,01","447,97","39,94","236,1633","112,11","163,82","99,71","198,76","213,36","114,72","99,6537",120211,"4486,23",,"9355,11",,"5,2458","4,1627","6,1632","7,1998",
2021-08-25,,"87,15",,"35,6","688,4","48960,79","7,7751","7,39","60,22","142,079","100,4284","159,6378","34,09","16,0075",,"59,13","27,3522","254,7","92,6","56,07","368,39","302,01","22,213","374,8","110,48",23,"448,91","39,61","237,0667","117,03","160,66","99,5","199,7","211,96","114,9","101,1041",120818,"4496,19",,9376,,"5,211","4,137","6,1329","7,1633",
2021-08-26,,"86,3",,"35,48","688,3","46942,22","7,7101","7,44","59,87","141,4405","102,0658","159,7654","34,13","15,9375",,"58,8","26,6902","255,46","93,35","55,54","364,38","299,09","22,068","372,42","110,47","22,73","446,26","38,14","233,72","118,1","158,88","98,23",200,"212,73","114,46","100,8377",118724,4470,,"9321,74",,"5,2516","4,1395","6,172","7,1891",
2021-08-27,,"87,25",,"36,07","703,5","49058,67","7,8343","7,73","60,1","144,004","102,1357","160,61","34,62","16,31",,"59,43","27,1492","255,45","93,3","55,65","372,63","299,72","22,636","376,04","110,47","23,25","450,25","38,04","237,3067","118,49","160,03","100,69","200,75","214,66","115,16","101,035",120678,"4509,37",,"9404,15",,,,,,
2021-08-28,,,,,,"48902,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29,,,,,,"48829,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30,,"87,46",,"36,76","709,6","47054,98","7,7988","7,6","60,11","144,5905","102,3953","161,2483","34,46","16,1075",,"59,46","26,955",256,"93,8","56,18","380,66","303,59","22,688","380,26","110,47","23,17","452,23","38,2","243,6367","118,99","158,14","100,05",201,"216,15",,"100,9167",119740,"4528,79",,"9445,24",,"5,1829","4,1097","6,1119","7,1307",
2021-08-31,,"88,76",,"36,7","704,5","47166,69","7,9941","7,77","60,53","144,6975","103,6732","159,8833","34,53","16,16",,"59,3","27,308",254,"94,98","56,31","379,38","301,88","22,385","379,95","110,47","23,06","451,56","37,91","245,24","119,01","161,22","98,68","201,3","216,26","115,78","100,9167",118781,"4522,68",,"9433,58",,"5,1493","4,0799","6,0799","7,0721",
2021-09-01,,"89,92",,"36,46","714,2","48847,03","8,2663","7,73","61,54","145,2155","101,8362","158,695","34,55","16,335",,"59,69","27,4139","256,49",96,"56,69","382,05","301,83","22,441","380,58","110,47","23,3","451,8","38,11","244,6967","120,46","161,93","98,85","201,05","218,51","116,3","102,3375",119396,"4524,09",,"9437,15",,"5,1846","4,1057","6,1372","7,1398",
2021-09-02,,"89,62",,"36,39","722,2","49327,72","8,1006","7,6","61,72","143,287","101,8362","158,4495","34,45","16,1575",,"60,04","26,4254","255,2","95,99","56,77","375,28","301,15","22,396","380,4","110,48","23,06","453,19","37,74","244,13","120,79","162,03","98,54","202,7","220,5","116,66","101,5284",116677,"4536,95",,"9465,47",,"5,1818","4,1264","6,15","7,1633",
2021-09-03,,"90,01",,"36,54","721,8","50025,38","8,0533","7,92","63,36","143,7395","102,9144","157,6246","34,82","16,125",,"59,78","26,2754","256,5","93,5","56,73","376,26","301,14","22,843","381,57","110,47","23,83","453,08","37,98","244,5233","123,97","160,56","98,61","201,9","220,23","116,77","100,3444",116933,"4535,43",,"9462,54",,,,,,
2021-09-04,,,,,,"49944,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-05,,,,,,"51753,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-06,,,,,"740,9","52633,54","7,9822",,,,"102,8346","159,4217",,,,,"26,6108","256,25","94,68",,,,,,,,,"37,78",,,,"97,06","202,15",,"117,25","100,0484",117869,,,,,"5,1693","4,1236","6,1363","7,1429",
2021-09-07,,"90,7",,"37,14","730,2","46811,13",,"7,8","64,07","144,2805",,,"34,13","16,1575",,"59,61",,,,"55,67","382,18","300,18","22,662","382,11","110,47","23,43","451,46",,"250,9733","124,7","159,11",,"200,4","220,25","116,56",,,"4520,03",,"9430,68",,"5,1696","4,086","6,1198","7,1124",
2021-09-08,,"89,52",,"36,46","722,4","46091,39","7,8402","7,82","63,99","143,691","101,8262","158,97","34,04","15,7625",,"58,98","25,3486","261,5","94,43","56,42","377,57","300,21","22,339","380,78","110,48","23,1","450,91","36,84","251,29","121,89","159,45","95,04","194,02","222,72","115,78","99,8905",113413,"4514,07",,"9418,57",,"5,3206","4,1904","6,2861","7,3231",
2021-09-09,,"89,19",,"36,11","721,4","46391,42","7,9112","7,61","64,04","143,541","103,823","159,9127","34,18","15,79",,"58,78","25,684",256,"94,55","55,86",378,"297,25","22,177","379,47","110,48","23,19","448,98","37,09","251,62","122,68","157,03","94,7","196,48","221,9",116,"99,9596",115361,"4493,28",,"9375,99",,"5,1965","4,1025","6,1426","7,1908",
2021-09-10,,"89,17",,"35,65","732,1","44883,91","7,9645","7,59","64,16","140,876","102,8346","159,1369","34,04","15,7",,"58,65","25,4281",256,"94,3","55,61","378,69","295,71","22,478","376,59","110,47","22,92","445,44","37,03","245,4233","122,97","153,94","94,81","195,44","221,17","115,62","101,0449",114286,"4458,58",,"9304,03",,,,,,
2021-09-11,,,,,,"45201,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-12,,,,,,"46063,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-13,,"89,28",,"36,44",735,"44963,07","8,0888","8,1","65,19","142,3325","104,0826","159,2646","34,14","15,545",,"58,98","25,7458","252,85",95,"56,07","376,51","296,99","22,152","376,33","110,47","22,91","446,58","37,53","247,6667","123,62","152,93","94,76","196,62","221,08","115,38","101,0548",116404,"4468,73",,"9325,29",,"5,2132","4,1204","6,1546","7,2138",
2021-09-14,,"88,4",,"36,38","753,4","47092,49","8,142","8,25","64,6","142,5445","102,0358","158,8914","34,37","15,35",,"58,82","25,5869",254,"95,2","55,69","376,53","299,79","22,242","375,26","110,47","23,01","444,17","38,03","248,1633","123,09","152,15","94,09","197,08","221,95","115,16","100,3542",116181,"4443,05",,"9273,99",,"5,2389","4,1262","6,1806","7,2344",
2021-09-15,,"88,01",,"36,46","745,1","48176,35","8,1361","8,13",65,"144,4295","102,0159","159,7556","34,16","15,415",,"58,83","25,1721","255,65","95,15","55,88","373,92","304,82","22,341","378,05","110,47","22,99","447,88","37,48","251,9433","121,5","152,69","91,74","196,52","224,27","114,76","100,2852",115063,"4480,7",,"9352,83",,"5,2217","4,1347","6,1695","7,2202",
2021-09-16,,"87,02",,"36,45","748,1","47783,36","8,1538","7,86","65,13","143,61","102,3653","159,3137","33,39","15,365",,"58,8","25,1545","256,35","96,15","55,35","373,06","305,22","22,242","378,31","110,48","22,11","447,17","37,34","252,33","120,79","151,89","87,93","193,48","224,73","114,63","100,3937",113794,"4473,75",,"9338,61",,"5,2568","4,1417","6,1804","7,2411",
2021-09-17,,"86,94",,"36,01","730,9","47267,52","8,142","7,88","64,8","140,8","103,3937","159,0289","33,34","15,385",,"57,94","24,5543","254,52","96,95","54,44","364,72","299,87","21,9","373,83","110,47","21,6","441,4","37,12","253,1633","117,75","151,66","86,15","189,7","218,77","114,12","100,67",111439,"4432,99",,"9253,57",,,,,,
2021-09-18,,,,,,"48278,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-19,,,,,,"47260,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,"84,37",,"34,51","717,5","42843,8","8,1302","7,95","63,69","138,7195","101,5366","158,3513","33,58","14,915",,"56,76","23,9982","252,43","95,52","54,06","355,7","294,3","21,113","365,7","110,47","21,43","434,04","36,45","243,39","114,7","148,84","82,75",181,"214,08","111,98","98,7657",108844,"4357,73",,"9096,52",,"5,3232","4,1558","6,2407","7,2674",
2021-09-21,,85,,"34,73","731,7","40693,68","8,2544","7,97","64,07","139,033","102,7148","157,8996","33,79","14,8475",,"57,39","23,9365","249,92","95,5","54,05","357,48","294,8","21,246","366,15","110,47","21,72","433,63","36,84","246,46","114,96","145,72","84,12","183,2","213,72","112,62","97,8777",110250,"4354,19",,"9089,55",,"5,2689","4,1078","6,1748","7,1959",
2021-09-22,,"86,17",,"35,1","738,7","43574,51","8,3136","7,92","63,92","140,2835","104,7515","159,2842","33,65","15,0625",,"57,92","24,4925","253,01","96,1","54,13","343,21","298,58","21,941","369,57","110,47","21,86","437,86","36,86","250,6467","115,87","145,25","87,11","187,12","214,87","113,46","95,7169",112282,"4395,64",,"9176,08",,"5,2877","4,1343","6,1783","7,1942",
2021-09-23,,"86,7",,"35,13","753,8","44895,1","8,3314","7,85","64,52","141,216","103,833","159,3333","33,27","15,5475",,"58,64","25,3398","257,2","96,21","54,04","345,96","299,56","22,482","372,98","110,47","21,76","443,18","37,04","251,2133","116,19","146,68","78,91","189,3","216,48","114,5","96,0425",114064,"4448,98",,"9287,8",,"5,3019","4,1867","6,223","7,2764",
2021-09-24,,"85,52",,"34,67","739,4","42839,75","8,3728","8,07","64,66","142,215","104,5618","159,6672","33,25","15,6825",,"57,96","24,9868",259,"96,75","53,89","352,96","299,35","22,081","373,33","110,46","21,58","443,91","36,66","258,13","115,64","147,36","77,69","189,38","217,77","113,9","96,4372",113283,"4455,48",,"9301,49",,,,,,
2021-09-25,,,,,,"42716,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26,,,,,,"43208,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,"86,15",,"33,95","716,9","42235,73","8,568","7,88","64,98","141,072","105,2407","160,5609","33,32","16,4225",,"57,8","25,6399","259,4","97,5","53,61","353,58","294,17","21,66","370,35","110,46","21,82","442,64","36,89","263,7867","116,15","148,65","78,8","191,34","213,9","114,08","94,9177",113583,"4443,11",,"9275,87",,"5,3904","4,2669","6,3022","7,3746",
