data,,AAXJ,ACWI,ARGT,ASML.AS,BTC-USD,CMIG4,DPM.TO,DXJ,GOOGL,HGCR11.SA,HGLG11.SA,IAU,IBKR,IBM,IEUR,ITUB4.SA,IVVB11.SA,KNCR11.SA,KO,META,MSFT,NVDA,QQQ,SHV,SIVR,SPY,TAEE11.SA,TSLA,TSM,TTWO,VALE3.SA,VOW3.DE,VRSN,VWRA.L,XPML11.SA,^BVSP,^GSPC,^NDX,^SP500TR,^XNDX,BRL=X,CADBRL=X,EURBRL=X,GBPBRL=X,GC=F
2022-12-01,,"66,64",,"33,14","582,2","16967,13","8,6692","6,52","67,86","100,99","102,66","160,6672","34,23","19,6625",,"49,04","22,9303","233,5","99,1","63,79","120,44","254,69","17,135","293,72","109,87","21,89","407,38","35,14","194,7","82,68","106,4","86,18","139,38","204,57","101,42","99,887",110926,"4076,57",,"8671,9",,"5,1816","3,8631","5,4009","6,2578",
2022-12-02,,"66,88",,"33,2","574,7","17088,66","8,7385","6,57","67,03","100,44","103,7","160,7561","34,12","19,6775",,"49,15","23,2392","234,45","99,56","64,35","123,49","255,02","16,876","292,55","109,86","22,23","406,91","35,26","194,86","81,5","108,76","86,8","139,02","202,1","101,02","99,7781",111924,"4071,7",,"8662,23",,"5,1836","3,858","5,4555","6,3556",
2022-12-03,,,,,,"16908,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04,,,,,,"17130,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-05,,"66,39",,"31,8","572,4","16974,83","8,4538","6,18","66,67","99,48","102,98","160,7956","33,51","19,415",,"48,62","22,5596",233,"99,75","63,47","122,43","250,2","16,61","287,64","109,87","21,32","399,59","34,7","182,45","81,62","106,98","86,71","140,84","197,29","100,22","99,1446",109401,"3998,84",,"8507,34",,"5,218","3,8743","5,4972","6,4103",
2022-12-06,,"66,3",,"31,27","567,8","17089,5","8,5846","6,13","66,97","96,98","102,1","160,9042","33,62","19,68",,"48,28","23,0803","227,5","99,46","63,44","114,12","245,12","15,987","281,68","109,89","21,32","393,83","34,98","179,82","79,56","101,27","87,97","139,8","197,45","99,13","99,2238",109533,"3941,26",,"8385,16",,"5,28","3,8836","5,5399","6,4386",
2022-12-07,,"65,84",,"31,76","565,2","16848,13","8,7077","6,24","66,97","94,94","101,75","160,1439","33,91","19,0275",,"48,27","22,9126","225,9","99,11","63,54","113,93","244,37","16,12","280,53","109,93","21,84","393,16","35,42","174,04","79,24","99,49","84,84","137,6","195,99","98,23","99,303",109361,"3933,92",,"8369,74",,"5,234","3,8327","5,4762","6,3452",
2022-12-08,,"66,86",,"31,37","570,8","17233,47","8,4538","6,33","67,61","93,71","101,31","160,1637","33,94","19,0725",,"48,44","22,1094",228,"99,07","63,81","115,33","247,4","17,169","283,85","109,97","22,15","396,24","35,12","173,44","80,8","100,79","85,88","136,6","197,4","99,13","98,6496",107245,"3963,51",,"8433,9",,"5,204","3,8107","5,4694","6,3541",
2022-12-09,,"66,64",,"31,02","577,3","17133,15","8,5231","6,5","67,87","92,83","101,61","160,924","34,05","18,865",,"48,41","21,474","227,45","99,22","63,14","115,9","245,42","17,001","282,04","109,97","22,51","393,28","34,85","179,05","80,69","102,06","88,74","137,24","197,67","99,56","98,808",107689,"3934,38",,"8372,26",,"5,2243","3,8418","5,5131","6,3924",
2022-12-10,,,,,,"17128,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-11,,,,,,"17104,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-12,,"66,53",,"31,5","569,1","17206,44","8,1462","6,35","68,23","93,31","101,96","160,0649","33,76","18,55",,"48,62","21,271","232,69","99,12","63,97","114,71","252,51","17,535","285,58","109,97","22,4","398,95","34,28","167,82","80,43","102,61","86,09","136,12","199,69","98,8","97,9071",105264,"3990,56",,"8491,86",,"5,235","3,8388","5,5152","6,4174",
2022-12-13,,"66,41",,"31,43","593,2","17781,32","7,9769","6,67","68,38","95,63","100,57","159,9662","34,36","18,005",,"49,04","20,4678","233,95","98,25","63,99","120,15","256,92","18,072","288,65","110,01","22,79","401,97","34,16","160,95","80,51","104,55","86,16","137,78","202,35","101,46","97,1944",103892,"4019,65",,"8554,1",,"5,3213","3,9017","5,6068","6,5295",
2022-12-14,,"66,47",,"31,26","585,6","17815,65","8,1308","6,35","67,9","95,07","100,24","159,4724","34,28","17,8175",,"49,08","20,556","232,69","96,5","63,99","121,59","257,22","17,674","286,51",110,"22,96","399,4","33,43","156,8","80,02","104,81","86,89","137,76","200,86","101,18","95,0461",103803,"3995,32",,"8503,97",,"5,2928","3,903","5,622","6,5317",
2022-12-15,,"64,88",,"30,92","551,5","17364,87","8,1846","6,15","67,77","90,86","100,01","159,6403","33,72","17,4475",,"47,75","20,6708","227,9","96,99","63,11","116,15","249,01","16,952","276,89","109,74","22,19","389,63","33,81","157,67","77,61","101,66","87,17","133,56","199,67","97,79","94,6898",103738,"3895,75",,"8292,64",,"5,2772","3,8941","5,6326","6,5445",
2022-12-16,,"64,94",,"31,08","540,5","16647,48","8,4231","6,27","67,35","90,26","100,35","158,9787",34,"17,3725",,"47,18","20,9003","224,84","96,51","62,75","119,43","244,69","16,571","274,25","109,76","22,29","383,27","33,1","150,23","76,3","100,76","85,68","136,54","200,65","96,71","94,0463",102825,"3852,36",,"8200,9",,"5,3118","3,886","5,6397","6,4683",
2022-12-17,,,,,,"16795,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18,,,,,,"16757,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-19,,"64,91",,"31,87","537,3","16439,68","8,2462","6,55","67,19","88,44","99,81","157,9123","33,91","17,335",,"47,08","21,5269","222,63","96,89","62,84","114,48","240,45","16,254","269,75","109,77","22,06","380,02","33,25","149,87","76,1","98,59","85,37","121,98","200,49","96,4","93,2939",104530,"3817,66",,"8127,57",,"5,3065","3,8751","5,6209","6,4471",
2022-12-20,,"64,6",,"32,55",530,"16906,3","8,5077","6,84","65,92","89,02","100,75","158,7022","34,49","17,715",,"47,15","21,7564","218,88","97,5","62,79","117,09","241,8","16,085","269,54","109,79","23,23","380,54","33,56","137,8","75,62","98,11","85,75","119,22","202,74","96,25","93,5414",106979,"3821,62",,"8136,3",,"5,2916","3,877","5,6129","6,4267",
2022-12-21,,"65,2",,"33,36","545,2","16817,54","8,4923","6,87","66,29","89,58","102,56","157,9715","34,43","18,0325",,"47,84","21,8447","222,06","97,9","63,8","119,76","244,43","16,501","273,45","109,81","23,03","386,23","33,77","137,57","77,14","99,88","86,24","119,78","204,81","97,7","96,937",107313,"3878,44",,"8258,43",,"5,1984","3,8201","5,5211","6,3356",
2022-12-22,,"64,62",,"33,39","522,8","16830,34","8,4385","6,78","66,1","87,76","101,85","157,9913","33,99","17,95",,"47,39","21,8888",220,"98,42","63,34","117,12","238,19","15,339","266,76","109,86","22,62","380,72","34,67","125,35","75,28","99,27","85,75","114,88","203,43","96,25","96,4222",107317,"3822,39",,"8139,07",,"5,1999","3,8191","5,514","6,2792",
2022-12-23,,"64,51",,"33,98","516,9","16796,95","8,5462","6,82","65,54","89,23","101,74","160,9536","34,11","18,435",,"47,6","22,233","218,6","97,38","63,82","118,04","238,73","15,206","267,36","109,85","22,81","382,91","34,81","123,15","74,89","99,83","86,32","115,66","203,72","96,77","94,3433",109698,"3844,82",,"8187,06",,"5,1656","3,7852","5,4741","6,2112",
2022-12-24,,,,,,"16847,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-25,,,,,,"16841,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26,,,,,,"16919,8","8,4308",,,,"102,05","161,9312",,,,,"21,7917",219,"96,82",,,,,,,,,"34,63",,,,"87,11",,,,"94,9372",108738,,,,,"5,1643","3,7952","5,4799","6,2244",
2022-12-27,,"65,76",,"34,06","510,3","16717,17","8,4231",,"65,62","87,39","102,5","162,178","34,38","18,2625",,"47,66","21,6681","222,2","97,79","64,21","116,88","236,96","14,121","263,58","109,85","23,08","381,4","34,27","109,1","74,32","99,38","89,19","115,86","204,07",,"95,2045",108347,"3829,25",,"8154,57",,"5,2175","3,7808","5,4591","6,2972",
2022-12-28,,"64,42",,"34,21","501,8","16552,57","8,5923","6,58","65,42","86,02",103,"161,2498","34,22","18,18",,"47,25","22,1094",220,"98,37","63,57","115,62","234,53","14,036","260,1","109,87","22,57","376,66","34,79","112,71","73,06","99,69","88,99","114,96","201,13","96,24","94,0463",110237,"3783,22",,"8056,62",,"5,2923","3,9113","5,6271","6,3649",
2022-12-29,,"65,72",,"33,97","516,7","16642,34","8,5692","6,57","65,66","88,45","102,15","162,4348","34,44","18,235",,"47,99","22,0653",225,"98,69","63,95","120,26","241,01","14,603","266,44","109,93","22,95","383,44","34,6","121,82",76,"101,34","88,88","116,14","205,38","97,36","94,7194",110031,"3849,28",,"8198,36",,"5,2668","3,8697","5,5878","6,3349",
2022-12-30,,"64,79",,"33,97","503,8","16602,59",,"6,51","64,29","88,23",,,"34,59","18,0875",,"47,5",,,,"63,61","120,34","239,82","14,614","266,28","109,92","22,98","382,43",,"123,18","74,49","104,13",,"116,42","205,44","96,86",,,"3839,5",,"8178,02",,"5,2846","3,8956","5,633","6,3654",
2022-12-31,,,,,,"16547,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,,,,,,"16625,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,,,,,"516,9","16688,47","8,3923",,,,"100,27","159,9563",,,,,"21,6152","227,5","97,5",,,,,,,,,"34,32",,,,"89,4","120,04",,,"94,5116",106376,,,,,"5,2855","3,8995","5,6547","6,3936",
2023-01-03,,"65,67",,"33,18","520,3","16679,86","8,1923","6,74","64,47","89,12","103,23","160,371","34,88","17,845",,"48,02","21,165","230,5","97,61","62,95","124,74","239,58","14,315","264,48","109,94","23,02","380,82","33,96","108,1","74,03","103,11","89,24","122,06","201,92","96,69","93,8681",104166,"3824,14",,"8145,6",,"5,3601","3,953","5,7232","6,4667",
2023-01-04,,"67,92",,"33,84",537,"16863,24","8,2923","6,98","64,59","88,08","103,2","160,2229","35,21","18,03",,"48,93","21,2268",232,"97,97","62,92","127,37","229,1","14,749","265,74","109,95","22,84","383,76","33,92","113,64","76,32","106,77","89,4","125,88","205,56","98,09","93,4028",105334,"3852,97",,"8207,42",,"5,4785","4,0048","5,7763","6,5531",
2023-01-05,,"67,56",,"34,66","539,9","16836,74","8,3692","7,15","63,95","86,2","102,07","160,4599","34,79","17,96",,"48,55","21,8888","224,88","98,54","62,2","126,94","222,31","14,265","261,58","109,97","22,33","379,38","34,06","110,34","75,73","105,96","90,9","127,12","200,04","96,93","93,7493",107518,"3808,1",,"8113,15",,"5,4301","4,0278","5,7585","6,5478",
2023-01-06,,"68,77",,"35,64","551,5","16951,97","8,3692","7,25","64,73","87,34","101,91","160,0649","35,43","18,4125",,"49,81","22,2683","224,5","98,26","63,4","130,02","224,93","14,859","268,8","109,99","22,9","388,08","35,37","113,06","78,07","104,75","92,34","128,16","205,31","98,6","93,0167",108836,"3895,08",,"8298,61",,"5,3498","3,9423","5,6262","6,3721",
2023-01-07,,,,,,"16955,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08,,,,,,"17091,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-09,,"69,29",,"36,21","586,6","17196,55","8,5846","7,24","64,66","88,02","101,95","160,1538","35,5","18,7075",,"50,1","22,4272","225,45","97,87","62,61","129,47","227,12","15,628","270,54",110,"22,71","387,86","35,75","119,77","80,31","105,1","92,44","128,02","208,25","100,56","93,0563",109227,"3892,09",,"8293,8",,"5,2244","3,8827","5,5592","6,3177",
2023-01-10,,"69,72",,"36,44","582,7","17446,29","8,6308","7,3","64,99","88,42","102,1","160,3611","35,62","18,975",,"50,33","22,8597","225,5","97,8","62,13","132,99","228,85","15,909","272,83","109,99","22,69","390,58","35,79","118,85","81,27","105,53","93,58","127,28",208,"99,44","93,6008",110912,"3919,25",,"8351,68",,"5,2537","3,9216","5,6373","6,3939",
2023-01-11,,"69,9",,"37,24","592,7","17934,9","8,9846","7,35","65,64","91,52","101,64","160,1637","35,61","18,6525",,"50,71","23,2568","226,2","97,67","62,01","132,89","235,77","16,001","277,55","110,02","22,5","395,52","34,41","123,22","81,78","105,26","93,25","127,78","211,67","100,48","94,4324",111763,"3969,61",,"8459,18",,"5,1983","3,8692","5,5797","6,3179",
2023-01-12,,"70,23",,"38,33","599,4","18869,59","8,9","7,36","65,77","91,13","102,9","160,3118","36,02","18,7125",,"51,34","22,9303","224,25","97,92","61,21","136,71","238,51","16,511","279,05","110,08","22,84","396,96","35,03","123,56",87,"104,29","93,74","128,72","212,94","101,28","95,6896",111877,"3983,17",,"8489,08",,"5,1585","3,8424","5,5515","6,2718",
2023-01-13,,"70,75",,"39,28","604,7","19909,57","8,7846","7,6","65,42","92,12",102,"160,3414","36,45","19,3025",,"51,61","22,8155","224,85","98,2","61,43","136,98","239,23","16,899","280,97","110,08","23,32","398,5","34,89","122,4","86,8","105,03","93,82","125,1","213,91","101,6","97,9269",110916,"3999,09",,"8523,32",,"5,1077","3,8184","5,5435","6,2344",
2023-01-14,,,,,,"20976,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15,,,,,,"20880,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16,,,,,"607,2","21169,63","8,7","8,06",,,"101,1","160,292",,,,,"22,5684",228,"98,46",,,,,,,,,"34,9",,,,"92,25","125,72",,"102,1","97,9071",109213,,,,,"5,0807","3,7892","5,4985","6,2267",
2023-01-17,,"70,32",,"39,88","606,4","21161,52","8,9615","7,9","66,07","91,29","101,8","159,4823","36,21","19,2975",,"51,73","23,0362",225,"98,31","61,68","135,36","240,35","17,702","281,54","110,11","22,99","397,77","35,11","131,49","88,99","104,54","92,13","125,24","214,48","102,18","97,6002",111439,"3990,97",,"8506,03",,"5,146","3,8389","5,5707","6,2775",
2023-01-18,,"69,91",,"38,23","613,6","20688,78",9,"8,8","66,29","91,12","101,8","159,4724","36,11","20,2325",,"51,58","23,451","224,5","98,54","59,81","133,02","235,81","17,377","277,88","110,12","22,53","391,49","35,1","128,78","89,47","103,22","93,34","125,2","212,32","101,84","97,7586",112452,"3928,86",,"8373,66",,"5,0996","3,8063","5,4992","6,2649",
2023-01-19,,"70,57",,"38,14","590,6","21086,79","8,9846","8,7","66,01","93,05","101,22","159,2354","36,69","19,7125",,"51,37","23,451","222,5","98,6","59,72","136,15","231,93","16,765","275,15","110,15","22,93","388,64","35,58","127,17","88,4","102,26","93,74","123,14","211,64","100,36","95,8282",113006,"3898,85",,"8310,75",,"5,1853","3,8409","5,5962","6,398",
2023-01-20,,"71,68",,"39,62","590,4","22676,55","8,7462","8,9","67,45","98,02","101,42","159,6008","36,55","19,73",,"51,74","23,0362","228,1","98,42","60,08","139,37","240,22","17,839","282,68","110,17","22,99","395,88","35,22","133,42","91,03","106,59","93,99","124,26","214,91","101,48","96,2737",112301,"3972,61",,"8468,15",,"5,173","3,8411","5,6022","6,4116",
2023-01-21,,,,,,"22777,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22,,,,,,"22720,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,,"72,38",,"39,78",615,"22934,43","8,6154","8,92","67,86","99,79","100,85","159,1762","36,62","19,995",,52,"22,3301","230,55","98,15","60,23","143,27","242,58","19,193","288,96","110,17","22,51","400,63","35,54","143,75","95,66","110,67","94,3","125,16","215,51","103,22","96,2638",111709,"4019,81",,"8568,77",,"5,2063","3,8896","5,6492","6,4502",
2023-01-24,,"72,23",,"40,17","615,7","22636,47","8,7769","8,87","68,02","97,7","100,99","159,196","36,75","19,73",,"51,86","22,5331","227,6","98,35","60,55","143,14","242,04","19,265","288,37","110,18","22,73","400,2","35,72","143,89","94,56","111,27","95,3","123,8","215,51","103,04","94,7887",113028,"4016,95",,"8562,87",,"5,2059","3,8928","5,6587","6,4441",
2023-01-25,,"72,29",,"41,1","617,1","23117,86","9,0154","9,16","68,61","95,22","100,98","159,3243","36,94","19,6625",,"52,06","22,6125","224,7","98,9","60,93","141,5","240,61","19,323","287,73","110,22","22,96","400,35","35,83","144,43","92,41","110,7","96,2","124,1","214,95","102,38","95,4322",114195,"4016,22",,"8561,4",,"5,1384","3,8397","5,5921","6,336",
2023-01-26,,"73,08",,"41,34","619,1","23032,78","8,7615","8,9","68,73","97,52","100,85","159,2354","36,59","19,725",,"52,13","22,4801","226,95",99,"60,81","147,3",248,"19,802","293,34","110,25","22,97","404,75","36,27","160,27","93,45","111,89",98,125,"217,89","103,32","94,4027",114109,"4060,43",,"8656,26",,"5,0722","3,7881","5,5374","6,295",
2023-01-27,,"72,83",,"40,79","620,1","23078,73","8,6154","8,94","68,74","99,37","101,27","159,4724","36,55","19,3775",,"51,96","22,0035","229,56",98,"60,49","151,74","248,16","20,365","296,26","110,26","22,64","405,68","36,51","177,9","93,3","114,28","95,32","126,08","218,52","103,97","94,6403",112502,"4070,56",,"8678,01",,"5,0627","3,801","5,515","6,2814",
2023-01-28,,,,,,"23031,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-29,,,,,,"23774,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,,"71,32",,"39,44","603,4","22840,14","8,5923","8,64","68,56","96,94","101,56","159,8674","36,44","19,435",,"51,66","22,0124",227,"98,9","60,64","147,06","242,71","19,162","290,27","110,27","22,62","400,59","36,44","166,66","93,13","112,66","94,98","126,26","216,19","103,56","96,0262",111888,"4017,77",,"8566,28",,"5,1072","3,8356","5,5494","6,3198",
2023-01-31,,"70,9",,"40,63","602,6","23139,28","8,8154","8,69","68,79","98,84","102,4","160,2229","36,59","19,985",,"51,98","22,3566","228,2","99,15","61,32","148,97","247,81","19,537","294,62","110,28","22,8","406,48","37,08","173,22","92,73","113,23","94,51","126,94","218,05","103,3","95,9173",113532,"4076,6",,"8691,88",,"5,1149","3,8186","5,5471","6,3091",
2023-02-01,,"72,03",,"41,06","607,4","23723,77","8,7846","8,83","68,37","100,43","100,85","159,5613","37,07","20,5675",,"52,56","22,0477",230,"97,45","61,33","153,12","252,75","20,943","300,92","109,94","23,06","410,8","36,35","181,41","94,74","112,25","93,46","128,42","220,73","103,82","94,6501",112303,"4119,21",,"8782,77",,"5,0722","3,8106","5,5064","6,2436",
2023-02-02,,"71,54",,"40,9",635,"23471,87","8,7846","8,42","67,82","107,74","101,06","159,7785","36,26","20,235",,"52,66","22,2507","231,42","98,33","60,28","188,77","264,6","21,709","311,72","109,98","22,52","416,78","36,01","188,27","96,65","114,72","89,14","133,3","222,37","105,98","95,0164",109935,"4179,76",,"8912,35",,"5,0535","3,8045","5,5613","6,2586",
2023-02-03,,"70,24",,"39,6","639,5","23449,32","8,5923","8,33","68,31","104,78","100,2","159,9859","35,37","21,045",,"52,13","22,1712",239,"98,4","59,83","186,53","258,35","21,1","306,18","109,96","21,45","412,35","35,73","189,98","94,66","109,28","88,95","131,94","217,73","105,62","94,957",108490,"4136,48",,"8820,47",,"5,0492","3,7902","5,5045","6,1713",
2023-02-04,,,,,,"23331,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,,,,,,"22955,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,,"69,22",,"39,31","620,6","22760,11","8,7154","8,22","68,66","102,9","100,05","159,7687","35,45","21,1375",,"51,61","22,1801","233,1","98,69","60,17","186,06","256,77","21,089","303,59","109,96","21,38","409,83","36,09","194,76","91,83","105,56","87,84","130,34","213,73","103,98","95,0362",108456,"4111,08",,"8766,9",,"5,1498","3,8409","5,4952","6,2051",
2023-02-07,,"69,6",,"39,65","621,4","23264,29","8,4385","8,19","68,95","107,64","99,87","157,9913","35,48","21,4875",,"51,92","21,6681","239,42","98,65","60,07","191,62","267,56","22,173","309,88","109,97","21,29","415,19","35,53","196,81","94,55","113,85","88,42","131,26","215,86","103,84","95,2144",107920,4164,,"8879,91",,"5,1457","3,8256","5,5181","6,1805",
2023-02-08,,"69,49",,"39,7","619,4","22939,4","8,5692","8,26","68,38","99,37","99,4","158,6232","35,58","21,5925",,"51,78","23,4598","235,7","98,82","59,72","183,43","266,73","22,205","304,37","109,99","21,41","410,65","35,95","201,29","94,28","110,45","88,72","129,3","212,36","103,96","95,2639",109882,"4117,86",,"8781,79",,"5,2093","3,8865","5,5859","6,2735",
2023-02-09,,"70,03",,"38,77","627,2","21819,04","8,3538","8,16","68,74","95,01","98,3","158,4652","35,29","21,5875",,"51,91","22,8773",236,"98,65","59,62","177,92","263,62","22,337","301,68","110,03","21,07","407,09","35,58","207,32","96,69","110,88","88,39","130,26","208,09","104,44","96,0262",107783,"4081,5",,"8705,58",,"5,1995","3,8661","5,5691","6,2762",
2023-02-10,,"69,26",,"38,72","611,7","21651,18","8,4308","8,14","69,27","94,57","98,83","158,1789","35,35","21,5525",,"51,49","22,7714",231,"98,64","59,62","174,15","263,1","21,265","299,7","110,03","21,13","408,04","36,1","196,89","95,37","111,1","86,8","128,6","210,18","103,24","97,0162",108150,"4090,46",,"8726,47",,"5,2895","3,9309","5,6786","6,4095",
2023-02-11,,,,,,"21870,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-12,,,,,,"21788,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-13,,"69,74",,"39,47","620,6","21808,1","8,4692","8,07","69,8","94,61","99,82","157,9024","35,18","21,6175",,"52,23","23,5746","235,5","98,68","60,6","179,43","271,32","21,788","304,5","110,06","21,11","412,83","36,3","194,64","96,11","111,38","86,71","128,38","212,87","104,28","96,3133",108846,"4137,29",,"8827,72",,"5,2135","3,9045","5,5647","6,2842",
2023-02-14,,"69,53",,"40,08","621,1","22220,8","8,3923","8,16","69,89","94,68","100,5","157,9814","35,2","21,58",,"52,48","23,2833","236,5","98,89","59,59","179,48","272,17","22,971","306,75","110,06","21,01","412,64","35,78","209,25","97,96","112,09","87,1","130,2","213,82","103,94","96,5212",107659,"4136,13",,"8826,32",,"5,1584","3,8668","5,5325","6,2677",
2023-02-15,,"68,62",,"40,25","625,4","24307,84","8,3846","7,98","70,1","96,94","100,29","157,7345","34,84","21,76",,"52,45","23,6275",240,"99,05","59,59","177,16","269,32","22,764","309,1","110,07","20,79","413,98","35,92","214,24","92,76","115,95",89,"130,98","213,58","104,12","96,7192",109442,"4147,6",,"8853,02",,"5,1915","3,8896","5,5699","6,3199",
2023-02-16,,"68,72",,"40,06",623,"23623,47","8,4154","8,02","69,88","95,51","100,69","157,8925","34,84","21,8625",,"52,12","23,8041","235,45","98,7","59,22","172,44","262,15","22,002","303,3","110,12","20,73","408,28","35,84","202,04","90,82","112,52","89,19","130,98","207,42","104,16","96,0262",109905,"4090,41",,"8731,75",,"5,218","3,8948","5,5762","6,2775",
2023-02-17,,"67,97",,"38,91","610,3","24565,6","8,4154","8,31","70,3","94,35","101,35","159,6205","34,93","21,68",,"52,38","23,7246",233,99,"60,12","172,88","258,06","21,388","301,16","110,13","20,89","407,26","36,06","208,31","90,1","112,51","88,03","131,22","204,71","102,82","96,8479",109303,"4079,09",,"8709,21",,"5,2168","3,8716","5,5611","6,2477",
2023-02-18,,,,,,"24641,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19,,,,,,"24327,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,,,,,"603,6","24829,15",,,,,,,,,,,,,,,,,,,,,,,,,,,"132,7",,"103,26",,,,,,,"5,1652","3,8306","5,5195","6,2099",
2023-02-21,,"67,18",,"38,6","596,9","24436,35",,"8,18","70,1","91,79",,,"34,79","21,7625",,"51,86",,,,"59,8","172,08","252,67","20,655","294,03","110,13","20,96","399,09",,"197,37","87,64","112,02",,"131,08","203,87","102,04",,,"3997,34",,"8534,73",,"5,1667","3,8392","5,5184","6,215",
2023-02-22,,"66,81",,"38,66",593,"24188,84","8,2154","8,28","69,82","91,65","101,62","158,1493","34,61","21,525",,"51,53","23,2833",228,"99,03","59,98","171,12","251,51","20,754","294,25","110,16","20,64","398,54","35,62","200,86","86,83","111,24","87,36","131,2","203,02","101,64","97,0459",107152,"3991,05",,"8521,45",,"5,1665","3,8152","5,501","6,25",
2023-02-23,,"67,02",,"39,44","594,7","23947,49","8,2231","8,27","70,22","90,89","101,2","158,406","34,58","21,515",,"51,82","23,3716",228,"99,1","60,09","172,04","254,77","23,664","296,82","110,2","20,48","400,66","35,71","202,07","90,08","110,37","86,95","131,9",202,"101,3","97,0261",107720,"4012,32",,"8567,57",,"5,1512","3,8004","5,461","6,2062",
2023-02-24,,"65,48",,"39,41",579,"23198,13","8,1154","8,31","69,99","89,13","101,58","159,2552","34,33","21,595",,"50,97","22,6567",229,"99,3","59,84","170,39","249,22","23,286","291,85","110,21","19,92","396,38","35,45","196,88","88,11","109,3","85,04","127,8","198,38","100,36","97,0162",105873,"3970,04",,"8477,66",,"5,1362","3,791","5,4416","6,1652",
2023-02-25,,,,,,"23175,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26,,,,,,"23561,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,,"65,92",,"39,77","595,5","23522,87","8,1154","8,67","70,63","89,87",102,"159,6304","34,45","21,5775",,"51,72","22,3654","229,09","99,33","59,82","169,54","250,16","23,501","293,94","110,23","19,77","397,73","35,31","207,63","87,3","110,08","85,04","129,34","198,28","101,06","97,719",105711,"3982,24",,"8504,76",,"5,2078","3,8248","5,4105","6,2188",
2023-02-28,,"65,47",,"39,72",584,"23147,35","8,0615","8,76","70,13","90,06","101,72","159,6205","34,62","21,5275",,"51,22","22,4448","229,3","99,38","59,51","174,94","249,42","23,216","293,56","110,23","20,08","396,26","35,56","205,71","87,07","109,55","85,32","129,16","196,83","100,96","98,0061",104932,"3970,15",,"8479,8",,"5,1997","3,8289","5,514","6,2716",
2023-03-01,,"66,87",,"40,09","574,6","23646,55","8,0308","9,06","70,68","90,36","100,6","158,5442","34,84","21,83",,"51,53","22,0653","226,55","98,42","58,86","173,42","246,27","22,698","291,2","109,96","20,13","394,74","35,7","202,77","88,42","108,7","89,2","128,5","196,27","100,72","97,3329",104385,"3951,39",,"8440,25",,"5,2359","3,8355","5,5356","6,3002",
2023-03-02,,"67,36",,"39,15","577,5","23475,47","7,9615","9,09","70,78",92,"101,25","158,1888","34,83","22,165",,"51,54","21,3416","228,51","98,24","59,72","174,53","251,11","23,314","293,61","110,01","20,07","397,81","35,66","190,9","89,03","115,28",89,"128,62",197,"100,5","96,9073",103326,"3981,35",,"8505,55",,"5,1783","3,8083","5,5222","6,2284",
